cod_fundo;nome;classe;situaçao;inicio;atualização
191; BRADESCO H FC FIA ACUMULACAO;ações; A; 1967-07-03; 2019-06-13T11
231; BRADESCO PRIME FIC DE FIA ACTIVE;ações; A; 1980-01-01; 2019-06-13T11
612; BB ACOES IBRX INDEXADO FC FI;ações; A; 1980-01-01; 2019-06-17T17
779; ITAU PERSONNALITE ACOES IBRX ATIVO FICFI;ações; A; 1980-01-01; 2019-06-13T12
981; BRADESCO PRIME FIC DE FIA INDEX;ações; A; 1980-01-01; 2019-06-13T11
1082; FIC FIA BRB ACOES 500;ações; A; 1980-01-01; 2019-07-17T16
1643; ELITE FUNDO DE INVESTIMENTO EM ACOES;ações; A; 1980-01-01; 2020-02-07T18
1856; SANTANDER FC FI ACOES;ações; A; 1980-01-01; 2020-05-29T16
1988; ITAU ACOES IBRX ATIVO FICFI;ações; A; 1980-01-01; 2019-06-13T12
1996; ITAU MONEY MARKET RENDA FIXA FICFI; Renda Fixa; A; 1980-01-01; 2015-10-02T21
2135; MB FUNDO DE INVESTIMENTO EM ACOES;ações; A; 1980-01-01; 2020-03-11T00
2224; BRADESCO H FIA IBOVESPA;ações; A; 1980-01-01; 2020-06-02T16
2331; ITAU ACOES BLUE FICFI;ações; A; 1980-01-01; 2019-07-05T17
5002; BRADESCO FIC DE FI REF DI SPECIAL; Renda Fixa; A; 1990-08-17; 2016-12-09T15
5193; IP PARTICIPACOES FC FI ACOES BDR NIVEL I;ações; A; 1990-07-03; 2019-11-05T16
6211; BNB SELECAO FI ACOES;ações; A; 1991-06-05; 2019-09-16T16
6939; SANTANDER FC FI EXTRA PLUS RF REF DI; Renda Fixa; A; 1992-01-02; 2020-08-11T10
7412; ITAU ACOES IBOVESPA ATIVO FC;ações; A; 1992-07-07; 2019-06-13T11
7420; ITAU ACOES INDEX IBOV FICFI;ações; A; 1992-07-07; 2019-06-13T11
7439; WA ACOES IBOV ATIVO SILVER FICFI;ações; A; 1992-07-21; 2019-06-07T18
7552; CSHG DI FC FI RF REF; Renda Fixa; A; 1992-09-09; 2019-10-28T16
7560; BB RENDA FIXA LP AUTOMATICO FC FI; Renda Fixa; A; 1992-08-17; 2020-05-13T16
8079; ITAUVEST PRIVATE RENDA FIXA REF DI FC; Renda Fixa; A; 1992-09-30; 2018-04-06T16
8680; MAXI DI IB RF REF DI FICFI; Renda Fixa; A; 1992-09-30; 2019-07-08T12
8771; CAIXA FIC IDEAL RF LONGO PRAZO; Renda Fixa; A; 1992-10-28; 2018-09-20T16
10065; BRAM H FI MULT CRED PRIV MULTI; Multimercados; A; 1993-08-18; 2017-11-29T17
10431; DYNAMO COUGAR FIA;ações; A; 1993-09-01; 2019-07-09T15
10774; BANPARA TRADICIONAL FIC FI MULT; Multimercados; A; 1993-09-01; 2018-11-22T17
11320; BB ACOES IBOVESPA INDEXADO FC FI;ações; A; 1993-12-21; 2019-06-25T17
12866; CAIXA FIC EMPREENDER RF LONGO PRAZO; Renda Fixa; A; 1994-05-27; 2018-09-18T15
12882; BRADESCO FIA SUPER ACAO;ações; A; 1994-04-07; 2019-06-13T11
13730; BRADESCO FIC DE FIA IBOVESPA INDEXADO;ações; A; 1994-03-01; 2020-04-08T16
13978; ITAU PRIVATE ATIVO ACOES FICFI;ações; A; 1994-04-04; 2019-06-13T11
14451; SAFRA EXEC FC FI RF; Renda Fixa; A; 1994-09-30; 2019-03-13T17
14524; SANTANDER FIC FI CENTRUM MIX RF VAN GOGH; Renda Fixa; A; 1994-10-06; 2017-09-27T10
14631; BRADESCO H FC FI RF CRED PRIV LP TIPO; Renda Fixa; A; 1994-11-08; 2018-05-11T10
14761; BRAD FI RF DIVIDA EXTERNA CRED SOBERANO; Renda Fixa; A; 1994-10-04; 2020-01-07T16
15301; BB RF DIVIDA EXTERNA MIL FI; Renda Fixa; A; 1995-01-06; 2016-11-10T15
15741; BRADESCO PRIVATE FIA IBOVESPA ALAVANCADO;ações; A; 1995-03-23; 2019-06-13T11
15849; CAMBIAL DOLAR FICFI; Cambial; A; 1995-04-11; 2019-07-02T17
16020; BRADESCO FIA MULTI SETORIAL;ações; A; 1994-09-19; 2019-06-13T11
16179; NIC YIELD FIC DE FIM; Multimercados; A; 1995-05-22; 2020-06-26T16
16306; MB MASTER REF DI LP FIF; Renda Fixa; A; 1995-06-01; 2016-05-09T10
16713; ITAU ACOES STRATEGY FICFI;ações; A; 1994-02-01; 2019-07-05T17
17280; BRADESCO FIC DE FI RF VENUS; Renda Fixa; A; 1995-10-02; 2020-04-23T16
17388; BANRISUL VIP FI RF LP; Renda Fixa; A; 1995-08-03; 2020-01-09T18
17582; BRADESCO FIC DE FI REF DI FEDERAL; Renda Fixa; A; 1995-10-02; 2016-12-09T15
17736; SANTANDER FC FI MIX RENDA FIXA; Renda Fixa; A; 1995-10-02; 2019-11-01T13
17760; SANTANDER FC FI EXTRA RF REF DI; Renda Fixa; A; 1995-10-02; 2019-10-03T16
17949; WA ALPHA CREDIT RF FI CREDITO PRIVADO; Renda Fixa; A; 1995-10-02; 2020-09-04T11
17957; WESTERN ASSET DI REFERENCIADO FI; Renda Fixa; A; 1995-10-02; 2018-08-02T17
17973; WESTERN ASSET HEDGE DOLAR FI CAMBIAL; Cambial; A; 1995-10-02; 2019-10-30T15
18023; WA RF ATIVO SILVER FICFI RENDA FIXA; Renda Fixa; A; 1995-10-02; 2019-02-04T16
18058; WA DI EXCELLENT FC RF REFERENCIADO; Renda Fixa; A; 1995-10-02; 2018-12-10T18
18066; WA DI PLUS FC FI RF REFERENCIADO; Renda Fixa; A; 1995-10-02; 2018-12-10T18
18074; WA DI SILVER FC FI RF REFERENCIADO; Renda Fixa; A; 1995-10-02; 2018-12-10T18
18082; WA CAMBIO DOLAR PRIME FC FI CAMBIAL; Cambial; A; 1995-10-02; 2018-12-14T09
18090; WA CAMBIO DOLAR SILVER FC FI CAMBIAL; Cambial; A; 1995-10-02; 2018-12-14T09
18333; ITAU RENDA FIXA FI; Renda Fixa; A; 1995-10-02; 2015-10-02T21
18783; ITAU RENDA FIXA PLUS FICFI; Renda Fixa; A; 1995-10-02; 2019-07-02T17
18902; BNB AUTOMATICO FI RF CP; Renda Fixa; A; 1995-10-02; 2020-03-05T18
19062; BRADESCO FIC FI MULTIM MULTIPERFORMANCE; Multimercados; A; 1995-10-02; 2018-07-03T13
19119; DAYCOVAL RENDA FIXA FI CRED PRIV; Renda Fixa; A; 1995-10-02; 2019-06-06T19
19331; CAIXA FIC BETA RF REF DI LP; Renda Fixa; A; 1995-10-02; 2020-08-12T13
19402; BB NC RF REF DI LP PRINCIPAL FC FI; Renda Fixa; A; 1995-10-02; 2017-10-09T18
19763; SANTANDER FC FI FUNDACOES RENDA FIXA; Renda Fixa; A; 1995-10-02; 2020-05-04T16
19917; GOLDEN DI  RF REFERENCIADO DI FICFI; Renda Fixa; A; 1995-10-02; 2019-07-02T17
20028; ITAU PRIVATE RF REF DI EXCLUSIVE FICFI; Renda Fixa; A; 1995-10-02; 2018-04-25T15
20052; ITAU EMPRESA RF REFERENCIADO DI FICFI; Renda Fixa; A; 1995-10-02; 2016-12-22T09
20060; ITAU CORP RF REFERENCIADO DI FICFI; Renda Fixa; A; 1995-10-02; 2016-02-15T13
20125; BB RF REF DI AGIL FC; Renda Fixa; A; 1995-08-07; 2019-10-31T16
20151; BB RENDA FIXA REF DI LP 30 MIL FC; Renda Fixa; E; 1995-08-23; 2019-12-09T15
20192; BANESTES INVEST MONEY FI RF; Renda Fixa; A; 1995-10-02; 2019-07-31T17
20311; ITAU FRANCES RENDA FIXA FI; Renda Fixa; A; 1995-10-02; 2017-05-11T12
20389; ITAU RF REFERENCIADO DI FICFI; Renda Fixa; A; 1995-10-02; 2018-10-17T15
20397; ITAU PERSONNALITE RF REFER DI PLUS FICFI; Renda Fixa; A; 1995-10-02; 2016-02-16T19
20400; ITAU PERSONNALITE RENDA FIXA FICFI; Renda Fixa; A; 1995-10-02; 2018-07-10T11
20419; ITAU PERSONNALITE PLUS RF FICFI; Renda Fixa; A; 1995-10-02; 2016-12-22T09
20435; ITAU INSTITUCIONAL RF REFERENCIADO DI FI; Renda Fixa; A; 1995-10-02; 2019-05-27T17
20451; ITAU BBA RENDA FIXA FICFI; Renda Fixa; A; 1995-10-02; 2020-03-25T16
20583; FATOR MAX CORPORATIVO FI RF LP CRED PRIV; Renda Fixa; A; 1995-10-06; 2018-08-16T12
20699; ITAU MULTIMERCADO MULTIMANAGER FICFI; Multimercados; A; 1995-10-02; 2019-07-02T17
21369; CSHG DI FI  RF CURTO PRAZO; Renda Fixa; A; 1995-10-02; 2019-01-09T16
21458; ITAU ADVANTAGE RF REFER DI FICFI; Renda Fixa; A; 1995-10-02; 2019-07-02T17
21571; ITAU B RF REFERENCIADO DI FICFI; Renda Fixa; A; 1995-10-02; 2016-07-27T09
21636; BB ACOES IBOVESPA ATIVO FICFI;ações; A; 1995-10-02; 2019-12-05T16
21776; PAULISTA FI RENDA FIXA; Renda Fixa; A; 1995-10-17; 2019-02-14T16
22322; ITAU B CAMBIAL FC; Cambial; A; 1995-10-30; 2020-07-08T16
22357; ITAU INSTITUCIONAL RF REFER DI FICFI; Renda Fixa; A; 1995-11-16; 2019-07-02T17
22500; CSHG TOP FC FI MULT; Multimercados; A; 1995-10-05; 2018-07-26T12
22780; BTG PACTUAL HEDGE FI MULTIMERCADO; Multimercados; A; 1995-10-31; 2020-06-03T16
22950; BRADESCO FI RF EMPRESA; Renda Fixa; A; 1995-12-13; 2018-05-09T17
23078; ITAU PRIVATE SPECIAL MULTI CRED PRIV FI; Multimercados; A; 1995-11-08; 2015-10-03T13
23140; ITAU INSTITUC MULT JUROS E MOEDAS FC; Multimercados; A; 1995-12-26; 2019-07-03T10
23183; BRADESCO FIC DE FI RF SOMA; Renda Fixa; A; 1995-12-28; 2020-04-23T16
23434; BRADESCO H FI RF REF DI LP; Renda Fixa; A; 1995-12-28; 2017-11-28T18
24041; WA MULTIRENDA 20 FICFI MULT; Multimercados; A; 1996-03-05; 2018-12-14T09
24058; WA MULTIRENDA 10 FICFI MULTI; Multimercados; A; 1996-03-01; 2018-12-14T09
24813; FAMA FC FI DE ACOES;ações; A; 1980-01-01; 2019-06-10T17
25127; SMALL CAP VALUATION FC ACOES;ações; A; 1996-03-12; 2020-03-10T10
25232; CONCORDIA EXTRA FI RF CREDITO PRIVADO; Renda Fixa; A; 1996-04-01; 2016-08-26T10
25828; ITAU EMPRESA TRUST RF REFER DI FICFI; Renda Fixa; A; 1996-04-23; 2016-03-09T09
26255; ITAU INDICE ACOES IBOVESPA FICFI;ações; A; 1996-05-28; 2019-06-13T14
26311; OPPORTUNITY LOGICA II FIC FIA;ações; A; 1985-04-19; 2020-03-19T16
26352; BRADESCO FIC DE FI RF SATURNO; Renda Fixa; A; 1996-05-22; 2018-04-09T19
26530; SANTANDER FC PRIORITY RF REF DI; Renda Fixa; A; 1995-11-01; 2018-06-28T17
26719; BRADESCO H FC FI RF LP PLUS; Renda Fixa; A; 1996-06-11; 2020-06-24T17
26891; ITAU PRIVATE RENDA FIXA EXCELLENCE FICFI; Renda Fixa; A; 1996-06-27; 2020-04-08T16
27456; BRADESCO FIC DE FI CAMBIAL DOLAR; Cambial; A; 1996-07-19; 2016-12-09T15
27766; BANRISUL AUTOMATICO FI RF CURTO PRAZO; Renda Fixa; A; 1996-08-14; 2020-05-14T16
28843; TOP RENDA FIXA MIX CREDITO PRIV LP FICFI; Renda Fixa; A; 1996-08-19; 2020-03-31T16
28878; TOP RENDA MISTA CORP RF CRED PRIV LP FIC; Renda Fixa; A; 1996-08-19; 2020-04-08T16
32425; CAIXA FI MASTER PERSONALIZADO 50 RF LP; Renda Fixa; A; 1996-09-02; 2018-10-01T18
32433; CAIXA FIC EXECUTIVO RF LONGO PRAZO; Renda Fixa; A; 1996-09-02; 2020-03-02T16
34355; BB MULT LP MACRO  200 FC FI; Multimercados; A; 1996-09-27; 2018-05-02T16
38873; WA DI GOLD FC FI RF REFERENCIADO; Renda Fixa; A; 1996-11-14; 2018-12-10T18
39268; BRADESCO FI MULTIMERCADO DYNAMIC; Multimercados; E; 1996-11-26; 2020-01-30T16
39276; ITAU VERSO W RF FICFI; Renda Fixa; A; 1996-12-06; 2019-10-15T17
39551; BRAD FIC FI MULTI GOLDEN PROFIT CONS; Multimercados; A; 1996-11-28; 2018-01-10T11
39772; BANESTES VIP DI FIC RF REF DI; Renda Fixa; A; 1996-12-16; 2019-09-24T15
39829; BRAM H FI ACOES INSTITUCIONAL;ações; A; 1996-12-16; 2019-06-13T11
39888; BRADESCO H FI RF CRED PRIV LP ATIVO; Renda Fixa; A; 1996-12-16; 2017-11-28T18
39934; TOP RENDA FIXA MIX CREDITO PRIVADO LP FI; Renda Fixa; A; 1996-08-19; 2018-12-10T16
40169; CSHG TOP ACOES FC FI ACOES;ações; A; 1997-01-02; 2019-07-08T18
40177; CSHG VERDE FIC FI MULT; Multimercados; A; 1997-01-02; 2020-03-26T16
40274; SPECIAL RF REFERENCIADO DI FI; Renda Fixa; A; 1996-12-30; 2019-01-09T15
40290; ITAU RENDA FIXA FLOOR FI; Renda Fixa; A; 1996-12-30; 2017-05-03T15
40584; SANTANDER FI PROFIT REFERENCIADO DI; Renda Fixa; A; 1997-01-07; 2020-03-05T18
40886; FICFI VOYAGER DI RF REFER DI EXCLUSIVO; Renda Fixa; A; 1997-01-15; 2016-12-27T16
41025; CAIXA FIC ACOES IBOVESPA;ações; A; 1997-01-15; 2019-06-05T18
41076; BB TOP RF MODERADO FI RF REF DI LP; Renda Fixa; A; 1997-01-02; 2019-10-22T16
41173; COINVALORES FIA;ações; A; 1996-12-26; 2019-06-28T17
41297; ITAU PRIVATE CONSERVADOR FICFI RF; Renda Fixa; A; 1997-01-22; 2019-07-02T17
41637; WA DI DAILY FC FI RF REFERENCIADO; Renda Fixa; A; 1997-01-23; 2018-12-10T18
41653; ITAU PERSONNALIT PREMIO RF REF DI FICFI; Renda Fixa; A; 1997-01-23; 2019-07-02T17
42013; BORSEN RENDA FIXA CRED PRIV FI; Renda Fixa; A; 1997-01-22; 2019-05-09T17
42218; GUIDE BRASIL PLURAL HIGH YIELD FC FI RF; Renda Fixa; A; 1997-01-02; 2019-11-26T16
42366; BB NC RENDA FIXA LP 100 FIC FI; Renda Fixa; A; 1996-09-06; 2016-08-05T19
42625; BB CARTEIRA ATIVA FIA;ações; A; 1997-01-10; 2018-10-11T17
42651; OPPORTUNITY MARKET FC FI MULTIMERCADO; Multimercados; A; 1996-06-14; 2020-04-03T16
43151; WA MULTIRENDA 30 FICFI MULTI; Multimercados; A; 1997-03-10; 2018-12-14T09
43206; BRAM FI RF; Renda Fixa; A; 1996-10-08; 2017-03-28T16
43885; BRAD H FI RF REF DI LP TITULOS PUBLICOS; Renda Fixa; A; 1997-04-01; 2018-06-12T09
43923; PROSPERO FIA;ações; A; 1997-04-01; 2020-08-07T17
44253; PAVA FI ACOES;ações; A; 1997-04-08; 2020-04-28T16
44776; BRADESCO FIC DE FI MULTIMERCADO MAIS; Multimercados; A; 1997-04-14; 2018-07-03T13
45012; BRADESCO FIC DE FI RF MERCURIO; Renda Fixa; A; 1997-05-16; 2020-06-09T16
45081; COMPOSITE ACOES FIA;ações; A; 1997-04-30; 2019-08-21T17
45594; BANRISUL MASTER FI RF REFERENCIADO DI LP; Renda Fixa; A; 1997-05-16; 2020-01-09T18
45608; BRADESCO FIC DE FI RF MACRO; Renda Fixa; A; 1997-06-06; 2017-01-24T17
46000; BRADESCO FI MULTIMERCADO PLUS; Multimercados; A; 1997-01-22; 2017-12-07T16
46094; BRAD FIC FI MULTI GOLDEN PROFIT DIN; Multimercados; A; 1997-07-01; 2018-01-10T11
46124; GERACAO FIA;ações; A; 1997-06-18; 2020-05-05T16
46256; BRADESCO FC  FI RF CURTO PRAZO VERSATIL; Renda Fixa; A; 1997-07-10; 2020-06-02T16
46345; WA IBOVESPA ATIVO FIA;ações; A; 1997-07-07; 2019-06-10T17
46787; BRADESCO FI MULTIMERCADO PRINC PROTEGIDO; Multimercados; A; 1997-08-15; 2017-10-25T18
47228; ITAU CAMBIAL FICFI; Cambial; A; 1997-08-25; 2015-10-02T21
47368; BTG PACTUAL DOLAR FI CAMBIAL; Cambial; A; 1997-08-21; 2020-06-03T16
47902; BRADESCO FC DE FI RF REF DI; Renda Fixa; A; 1997-06-24; 2019-11-19T16
48550; BANRISUL INDICE FI ACOES;ações; A; 1997-10-01; 2017-08-02T12
48577; SAFRA SETORIAL BANCOS FC FIA;ações; A; 1997-10-01; 2020-01-02T15
48585; ITAU BASIS OPEN RF REFER DI FICFI; Renda Fixa; A; 1997-09-15; 2016-11-30T17
49311; SAFRA MULTIDIVIDENDOS PB FC FIA;ações; A; 1997-10-01; 2019-06-10T17
49336; SAFRA PRIVATE FI ACOES;ações; A; 1997-10-01; 2019-06-10T17
49581; ITAU K2 MULTIMERCADO FI; Multimercados; A; 1997-10-21; 2019-01-10T15
49859; ITAU PERSONNALITE CAMBIAL DOLAR FICFI; Cambial; A; 1997-11-17; 2018-11-21T16
50369; BB RF REF DI LP PLUS FC; Renda Fixa; A; 1997-11-20; 2020-02-11T17
50563; SANTANDER FC FI INSTITUCIONAL RF REF DI; Renda Fixa; A; 1997-11-27; 2020-01-28T16
50571; SANTANDER FI REFER DI CREDITO PRIVADO; Renda Fixa; A; 1997-11-27; 2016-12-26T09
50687; NIC FIC DI REF CRED PRIV LP; Renda Fixa; A; 1997-11-19; 2020-09-11T11
50891; SANTANDER FC YIELD VIP RF REF DICREDPRIV; Renda Fixa; A; 1997-11-27; 2016-07-27T14
51136; FUNDO FATOR  SINERGIA RENDA FIXA; Renda Fixa; A; 1997-12-15; 2020-06-02T16
51330; WA BALANCEADO MULTIMERCADO FI; Multimercados; A; 1998-01-23; 2018-07-09T14
52213; BB ACOES ENERGIA FI;ações; A; 1997-10-15; 2019-07-01T18
52388; ITAU RF REFERENCIADO DI FI; Renda Fixa; A; 1998-02-12; 2017-03-15T16
52485; BB TOP DI RF REFERENCIADO DI LP FI; Renda Fixa; A; 1997-11-20; 2018-07-16T11
52744; ITAU LION RF REF DI FICFI; Renda Fixa; A; 1997-12-30; 2016-04-05T10
52965; WA DI MASTER FC FI RF REFERENCIADO; Renda Fixa; A; 1998-03-17; 2018-12-10T18
53872; SANTANDER FIC FI SELECAO TOP ACOES;ações; A; 1998-04-03; 2019-06-13T15
54321; BRADESCO FIC DE FIA IBOVESPA ATIVO;ações; A; 1998-01-06; 2019-06-13T11
54331; BRAD FC FI MULTI ALOCACAO MODERADA; Multimercados; A; 1997-07-08; 2019-09-04T17
54364; SANTANDER FC FI SUPREMO RF REF DI; Renda Fixa; A; 1998-04-02; 2019-10-17T17
54755; CORPORATE FI CAMBIAL DOLAR HEDGE PLUS; Cambial; A; 1997-11-19; 2018-04-19T18
55451; BANRISUL SUPER FI RF; Renda Fixa; A; 1998-05-11; 2020-05-14T16
55646; BRADESCO FAPI RF PLUS; PrevidÃªncia; A; 1997-12-29; 2019-11-01T19
55700; ITAU FAPI RF; PrevidÃªncia; A; 1997-11-27; 2019-11-01T18
55719; BRADESCO FAPI FIX; PrevidÃªncia; A; 1997-12-23; 2019-11-01T18
55840; SANTANDER FI IBOVESPA ATIVO INSTIT ACOES;ações; A; 1997-03-24; 2020-03-05T18
56243; PREMIUM RF REFERENCIADO DI FICFI; Renda Fixa; A; 1998-06-02; 2015-12-08T10
56340; SANTANDER FC FI SENIOR RF REF DI; Renda Fixa; A; 1998-06-18; 2020-06-25T16
56421; SANTANDER FC FI CAMBIAL; Cambial; A; 1998-06-18; 2020-04-20T16
56448; BNP PARIBAS RF FI RENDA FIXA; Renda Fixa; A; 1998-06-25; 2019-07-05T15
56553; BRADESCO FIC DE FIA III;ações; E; 1998-06-01; 2020-04-30T16
56693; SUPER PREMIUM RF REFERENCIADO DI FICFI; Renda Fixa; A; 1998-06-24; 2016-02-16T19
57029; CAIXA FIC PERSONAL RF LONGO PRAZO; Renda Fixa; A; 1998-07-01; 2020-03-02T16
57177; CSHG FI CAMBIAL; Cambial; A; 1998-07-02; 2020-01-06T16
57916; ITAU PRIVATE SELECT ACOES FICFI;ações; A; 1996-12-13; 2019-06-13T14
58092; PRIVATE IZA MULTIMERCADO FICFI; Multimercados; A; 1997-10-01; 2020-04-07T16
58580; BAHIA AM FUNDO DE INVESTIMENTO CAMBIAL; Cambial; A; 1997-10-30; 2018-05-08T09
58874; ITAU CAMBIAL DOLAR FICFI; Cambial; A; 1998-09-14; 2018-05-10T18
58882; ITAU EXCHANGE CAMBIAL FI; Cambial; A; 1998-09-14; 2017-06-07T16
58890; ITAUPREV ANNUITY V30 MULT FICFI; PrevidÃªncia; A; 1998-08-17; 2019-11-01T17
58904; ITAUPREV ANNUITY V5 MULT FICFI; PrevidÃªncia; A; 1998-09-15; 2019-11-01T17
58912; ITAUPREV ANNUITY RF F100 FC; PrevidÃªncia; A; 1998-09-15; 2020-08-12T13
58920; ITAUPREV ANNUITY V15 MULT FICFI; PrevidÃªncia; A; 1998-08-25; 2019-11-01T15
59145; BB MAXI FI RF LP; Renda Fixa; A; 1998-09-21; 2019-01-10T15
59374; ALFA ORBIS DI FI RF REFERENCIADO LP; Renda Fixa; A; 1998-01-02; 2019-06-18T17
59447; ALFA MIX FI RENDA FIXA LP; Renda Fixa; A; 1998-01-02; 2019-06-24T17
59773; AAA ALLOCATION FIC FI MULTIMERCADO; Multimercados; A; 1996-11-29; 2018-04-27T11
59919; BRADESCO H FI CAMBIAL LP DOLAR; Cambial; A; 1998-10-16; 2018-02-06T18
59951; FAPI CAPITAL PRESERVATION IB; PrevidÃªncia; A; 1998-08-11; 2019-11-01T18
59961; FAPI AGGRESSIVE IB; PrevidÃªncia; A; 1998-08-21; 2019-11-01T16
59978; FAPI CONSERVATIVE IB; PrevidÃªncia; A; 1998-08-12; 2019-11-01T16
59986; FAPI BALANCED IB; PrevidÃªncia; A; 1998-08-27; 2019-11-01T17
60143; SANTANDER FC MASTER RF REF DI; Renda Fixa; A; 1998-09-24; 2020-01-29T16
60151; SANTANDER RF REF DI FI; Renda Fixa; A; 1998-09-24; 2020-05-06T16
60534; TARGET D FI MULT CRED PRIV; Multimercados; A; 1998-11-18; 2019-07-02T17
60674; BRADESCO PRIME FIC DE FIA SMALL CAP;ações; A; 1998-10-29; 2019-06-13T11
60860; BB TOP DOLAR FI CAMBIAL LP; Cambial; A; 1998-11-13; 2019-05-09T17
60933; BRADESCO FC FI MULT PGBL/VGBL FUTURE COM; PrevidÃªncia; A; 1998-10-21; 2019-11-01T18
60941; BRADESCO H FI RF PGBL/VGBL FUTURE; PrevidÃªncia; A; 1998-10-29; 2019-11-01T19
61204; SAFRA PREVFIX FICFI RENDA FIXA PREV; PrevidÃªncia; A; 1998-12-01; 2019-10-31T18
61311; FRANKLIN VAL E LIQ FVL FC DE FI DE ACOES;ações; A; 1998-12-23; 2019-06-06T15
61344; BRAD FC FI MULT PGBL/VGBL FUT COMP III; PrevidÃªncia; A; 1998-12-29; 2019-11-01T15
61395; ITAU ACOES DIVIDENDOS FI;ações; A; 1999-01-07; 2019-06-13T14
61417; ITAU DI CORPORATE FICFI RF REFERENCIADO; Renda Fixa; A; 1998-12-29; 2019-07-02T17
61484; ICATU SEG MODERADO C FIC FI RENDA FIXA; PrevidÃªncia; A; 1998-12-18; 2019-12-10T16
61492; ICATU SEG MODERADO B FIC FI RENDA FIXA; PrevidÃªncia; A; 1998-12-24; 2019-12-06T19
61506; ICATU SEG COMPOSTO 10C FC DE FI MULT; PrevidÃªncia; A; 1998-12-18; 2019-11-01T16
61514; ICATU SEG COMPOSTO 49C FC DE FI MULT; PrevidÃªncia; A; 1998-12-18; 2019-11-01T17
61522; ICATU SEG COMPOSTO 20C FC DE FI MULTI; PrevidÃªncia; A; 1998-12-18; 2019-11-01T17
62324; SANTANDER FC FI TOP CAMBIAL; Cambial; A; 1998-12-14; 2020-05-12T19
62553; ICATU SEG COMPOSTO 20B FC DE FI MULT; PrevidÃªncia; A; 1999-01-08; 2019-11-01T19
62812; CA INDOS DI PREMIERE FC FI RF REF DI LP; Renda Fixa; A; 1998-12-02; 2020-06-08T16
62936; BB RENDA FIXA MASTER SETOR PUBLICO FC FI; Renda Fixa; A; 1998-05-18; 2018-04-25T15
63029; ITAU FLEXPREV CORPORATE II   FICFI RF; PrevidÃªncia; A; 1999-03-25; 2019-11-01T17
63185; BB CAMBIAL DOLAR LP MIL FC FI; Cambial; E; 1999-03-23; 2019-12-05T16
63290; SANTANDER PB JATOBA MULT CRED PRIV FI; Multimercados; A; 1999-03-23; 2020-06-04T17
63691; SANTANDER PERFORMANCE RF LP FC FI; Renda Fixa; A; 1999-04-09; 2020-01-10T16
64033; ITAU FLEX CORPORATE SOVEREIGN FICFI RF; PrevidÃªncia; A; 1999-04-12; 2019-11-01T17
64432; BRADESCO FI RF LONGO PRAZO YIELD; Renda Fixa; A; 1999-04-20; 2018-04-19T18
64637; BRADESCO FIC RF PREV FACIL PGBL FIX; PrevidÃªncia; A; 1999-05-10; 2019-11-01T17
64701; ICATU SEG COMPOSTO 10B FC FI MULT; PrevidÃªncia; A; 1999-05-04; 2019-11-01T17
64785; SANT FIC FI PREV FIX RF CREDITO PRIVADO; PrevidÃªncia; A; 1999-03-30; 2020-01-28T16
64793; SANT FC FI PREV MODERADO MULT CRED PRIV; PrevidÃªncia; A; 1999-03-30; 2020-01-31T16
65048; BRAM FI RF TARGET; Renda Fixa; A; 1999-05-12; 2017-02-22T17
65633; BB RF REF DI LP VIP ESTILO FC; Renda Fixa; E; 1999-06-11; 2019-12-11T00
65714; CA INDOSUEZ DI MASTER FI RF REF DI LP; Renda Fixa; A; 1998-12-02; 2020-06-09T16
65943; ITAU PREMIO RF REFERENCIADO DI FICFI; Renda Fixa; A; 1999-06-17; 2018-03-09T18
66249; CAIXA FIC CLASSICO RF LONGO PRAZO; Renda Fixa; A; 1999-06-17; 2018-09-19T15
66257; CAIXA FIC INVESTIDOR RF LONGO PRAZO; Renda Fixa; A; 1999-06-01; 2020-03-02T16
66311; ITAU CORP PLUS RF REFERENCIADO DI FICFI; Renda Fixa; A; 1999-06-11; 2016-11-07T09
66478; UNIVERSAL I FI MULT CRED PRIV INV NO EXT; Multimercados; A; 1999-06-23; 2019-07-02T17
66575; SANTANDER FC FI PB MODERADO MULTIMERCAD; Multimercados; A; 1999-02-10; 2020-02-05T12
66583; SANTANDER PB VII MULT CRED PRIV FI; Multimercados; A; 1996-12-06; 2020-06-04T17
66664; ITAU RF REFERENCIADO DI MAXIME FC FI; Renda Fixa; A; 1999-07-01; 2018-10-29T16
67229; ARX INCOME FC FIA;ações; A; 1999-07-01; 2020-08-24T16
67393; BNPP FC FI MAPFRE MAXI 20 MULT PREVI; PrevidÃªncia; A; 1999-07-30; 2019-11-01T15
67601; SANT FC FI CORPORATE RENDA FIXA REF DI; Renda Fixa; A; 1999-08-03; 2020-07-30T16
67660; BECMAXI - FI RF; Renda Fixa; A; 1995-09-27; 2017-03-08T17
67776; BRADESCO FI RF REF DI FEDERAL EXTRA; Renda Fixa; A; 1999-08-02; 2018-11-27T15
67784; BRADESCO FIC DE FI RF MARTE; Renda Fixa; A; 1999-08-02; 2017-03-27T17
67792; BRADESCO FIC DE FI REF DI FEDERAL PLUS; Renda Fixa; A; 1999-08-02; 2017-03-30T11
67938; SANTANDER FC FI CLASSIC RF REF DI; Renda Fixa; A; 1999-07-01; 2020-09-09T16
68101; TRADICAO Q FICFI MULTI CRED PRIV; Multimercados; A; 1999-08-12; 2019-07-02T17
